index;sid;user;date;time;action;event;parameter
314;$27334417;user1;2019-12-20;06:39:21;>;EOTC;
315;$27334417;user1;2019-12-20;06:39:21;>;EOTC:MEE;
316;$27334417;user1;2019-12-20;06:39:21;.;EOTC:MEE:LockUsers;RW locked
317;$27334417;user1;2019-12-20;06:39:21;.;EOTC:MEE:LockUsers;RW unlocked
318;$27334417;user1;2019-12-20;06:39:21;<;EOTC:MEE;
319;$27334417;user1;2019-12-20;06:39:21;<;EOTC;
320;$27334417;user1;2019-12-20;06:40:59;>;EOTC;
321;$27334417;user1;2019-12-20;06:40:59;>;EOTC:MEE;
322;$27334417;user1;2019-12-20;06:40:59;.;EOTC:MEE:LockUsers;RW locked
323;$27334417;user1;2019-12-20;06:40:59;.;EOTC:MEE:LockUsers;RW unlocked
324;$27334417;user1;2019-12-20;06:40:59;<;EOTC:MEE;
325;$27334417;user1;2019-12-20;06:40:59;<;EOTC;
326;$27334417;user1;2019-12-20;06:41:16;>;EOTC;
327;$27334417;user1;2019-12-20;06:41:16;>;EOTC:MEE;
328;$27334417;user1;2019-12-20;06:41:16;.;EOTC:MEE:LockUsers;RW locked
329;$27334417;user1;2019-12-20;06:41:16;.;EOTC:MEE:LockUsers;RW unlocked
330;$27334417;user1;2019-12-20;06:41:16;<;EOTC:MEE;
331;$27334417;user1;2019-12-20;06:41:16;<;EOTC;
332;$27334417;user1;2019-12-20;06:41:41;>;AJ;
333;$27334417;user1;2019-12-20;06:41:42;>;AJ:MEE;
334;$27334417;user1;2019-12-20;06:41:42;.;AJ:MEE:LockUsers;RW locked
335;$27334417;user1;2019-12-20;06:41:42;.;AJ:MEE:LockUsers;RW unlocked
336;$27334417;user1;2019-12-20;06:41:42;<;AJ:MEE;
337;$27334417;user1;2019-12-20;06:41:42;<;AJ;
338;$27334417;user1;2019-12-20;06:41:42;>;ROB;
339;$27334417;user1;2019-12-20;06:41:42;.;ROB:LockUsers;RW locked
340;$27334417;user1;2019-12-20;06:41:43;.;ROB:LockUsers;RW unlocked
341;$27334417;user1;2019-12-20;06:41:43;<;ROB;
342;$27334417;user1;2019-12-20;06:42:14;>;EOTC;
343;$27334417;user1;2019-12-20;06:42:14;>;EOTC:MEE;
344;$27334417;user1;2019-12-20;06:42:14;.;EOTC:MEE:LockUsers;RW locked
345;$27334417;user1;2019-12-20;06:42:14;.;EOTC:MEE:LockUsers;RW unlocked
346;$27334417;user1;2019-12-20;06:42:14;<;EOTC:MEE;
347;$27334417;user1;2019-12-20;06:42:15;<;EOTC;
348;$27334417;user1;2019-12-20;06:42:35;>;AJ;
349;$27334417;user1;2019-12-20;06:42:35;>;AJ:MEE;
